0,7001325983,1,1,97.93,1
1,7000675739,1,1,96,1
2,7002386848,1,1,95.81,1
3,7001484297,1,1,95.71,1
4,7001093086,1,1,95.71,1
5,7001484151,1,1,95.39,1
6,7002120496,1,1,95.31,1
7,7002206827,1,1,95.04,1
8,7001575426,1,1,95.04,1
9,7001792900,1,1,95.04,1
10,7000819028,1,1,95.02,1
11,7001421175,1,1,95,1
12,7002261164,1,1,94.93,1
13,7001245460,1,1,94.91,1
14,7000066832,1,1,94.79,1
15,7000194689,1,1,94.79,1
16,7001754921,1,1,94.79,1
17,7001448508,1,1,94.77,1
18,7000809019,1,1,94.68,1
19,7000326183,1,1,94.62,1
20,7001192188,1,1,94.54,1
21,7001864552,1,1,94.51,1
22,7001431499,1,1,94.45,1
23,7000670572,1,1,94.39,1
24,7002294319,1,1,94.39,1
25,7000466741,1,1,94.39,1
26,7001116038,1,1,94.33,1
27,7001179932,1,1,94.3,1
28,7001063705,1,1,94.28,1
29,7001385091,1,1,94.2,1
30,7000324786,1,1,94.2,1
31,7001883329,1,1,94.16,1
32,7000026154,1,1,94.12,1
33,7000340079,1,1,94.1,1
34,7000632119,1,1,93.84,1
35,7001771737,1,1,93.78,1
36,7001123736,1,1,93.78,1
37,7000907302,1,1,93.76,1
38,7000577022,1,1,93.76,1
39,7001974598,1,1,93.74,1
40,7000359796,1,1,93.74,1
41,7000377466,1,1,93.7,1
42,7000988199,1,1,93.68,1
43,7000054349,1,1,93.68,1
44,7000812929,1,1,93.63,1
45,7001894799,1,1,93.61,1
46,7000492836,1,1,93.57,1
47,7000781038,1,1,93.55,1
48,7001745677,1,1,93.55,1
49,7001601298,1,1,93.55,1
50,7001986805,1,1,93.53,1
51,7000903115,1,1,93.51,1
52,7001760288,1,1,93.49,1
53,7000478977,1,1,93.49,1
54,7000033223,1,1,93.47,1
55,7001449161,1,1,93.47,1
56,7001166670,1,1,93.47,1
57,7000060276,1,1,93.45,1
58,7001707694,1,1,93.38,1
59,7001964880,1,1,93.38,1
60,7002300575,1,1,93.36,1
61,7000445790,1,1,93.36,1
62,7001514945,1,1,93.36,1
63,7000481732,1,1,93.36,1
64,7002139197,1,1,93.26,1
65,7000771513,1,1,93.24,1
66,7002110757,1,1,93.22,1
67,7001008886,1,1,93.22,1
68,7001952635,1,1,93.22,1
69,7001118984,1,1,93.2,1
70,7000697667,1,1,93.2,1
71,7002296047,1,1,93.17,1
72,7000940610,1,1,93.11,1
73,7000058790,1,1,93.09,1
74,7002323580,1,1,93.07,1
75,7001544847,1,1,93.05,1
76,7001884230,1,1,93.03,1
77,7001520941,1,1,93.01,1
78,7000480152,1,1,93.01,1
79,7000294891,1,1,92.99,1
80,7001258898,1,1,92.96,1
81,7000306890,1,1,92.94,1
82,7000643508,1,1,92.94,1
83,7001938149,1,1,92.94,1
84,7001419915,1,1,92.92,1
85,7000184230,1,1,92.92,1
86,7001150272,1,1,92.88,1
87,7002068413,1,1,92.86,1
88,7001377902,1,1,92.84,1
89,7001196448,1,1,92.84,1
90,7002189589,1,1,92.78,1
91,7000273679,1,1,92.71,1
92,7001813084,1,1,92.69,1
93,7002270123,1,1,92.65,1
94,7000458297,1,1,92.61,1
95,7000443636,1,1,92.61,1
96,7000732246,1,1,92.59,1
97,7000377789,1,1,92.59,1
98,7000651118,1,1,92.57,1
99,7002177989,1,1,92.57,1
100,7001416660,1,1,92.5,1
101,7000527904,1,1,92.46,1
102,7001599707,1,1,92.42,1
103,7001400609,1,1,92.4,1
104,7000114382,1,1,92.38,1
105,7000555915,1,1,92.38,1
106,7000694800,1,1,92.38,1
107,7001236706,1,1,92.32,1
108,7000081414,1,1,92.32,1
109,7002118941,1,1,92.21,1
110,7000525532,1,1,92.21,1
111,7000506027,1,1,92.19,1
112,7001616708,1,1,92.19,1
113,7000066426,1,1,92.15,1
114,7000992463,1,1,92.15,1
115,7002250430,1,1,92.11,1
116,7002310231,1,1,92.09,1
117,7000662429,1,1,92.04,1
118,7002298602,1,1,92.04,1
119,7001267889,1,1,92.02,1
120,7000594104,1,1,92.02,1
121,7001153157,1,1,91.96,1
122,7000536891,1,1,91.94,1
123,7001870957,1,1,91.94,1
124,7000609180,1,1,91.9,1
125,7002020200,1,1,91.9,1
126,7000542503,1,1,91.88,1
127,7001177501,1,1,91.86,1
128,7001474328,1,1,91.83,1
129,7002156885,1,1,91.83,1
130,7000351246,1,1,91.83,1
