7000842753,559.0,1
7001865778,269.0,0
7000142493,126.0,0
7001524846,477.5,0
7001864400,174.5,0
7001754084,378.0,0
7000887461,583.0,0
7000335166,154.0,0
7000382876,193.0,1
7000149764,14786.5,0
7001638780,308.0,0
7002409305,252.0,0
7002055948,398.0,0
7001482006,342.0,0
7001419252,198.0,0
7002188521,1725.0,0
7002180748,2562.0,0
7001682585,4096.5,0
7000152517,829.0,0
7001129060,208.0,0
7000800341,707.0,1
7002402996,1196.0,0
7001328263,654.0,0
7001576437,250.0,0
7000175867,473.0,1
7001728145,752.0,0
7000160837,501.0,0
7001606600,836.0,0
7001746121,760.5,0
7001631060,600.0,0
7002144559,620.0,0
7000208415,856.0,0
7001944912,169.0,0
7001300706,555.0,1
7001453769,628.0,0
7000302971,970.0,0
7000562233,132.5,0
7002025665,1597.0,0
7000594971,954.5,0
7000002985,131.0,0
7001257385,147.0,0
7001829654,498.0,0
7000958601,823.0,0
7001516118,233.5,0
7001341776,1401.0,0
7002404282,552.0,0
7001280759,708.5,0
7000646243,184.0,0
7001407002,1137.0,0
7000661238,755.5,0
7000038517,675.0,0
7001107676,689.5,0
7000560464,180.0,0
7001503264,1230.5,0
7000810100,1690.0,0
7001297634,391.0,0
7002346847,583.5,0
7001104356,819.5,0
7000375019,123.0,0
7000340381,936.0,1
7000608224,1750.5,0
7001465956,1877.0,0
7000451396,1371.0,0
7000186194,1812.5,0
7001193595,467.0,0
7001014278,288.0,0
7000294383,1032.5,0
7001698642,467.5,0
7001117623,274.0,0
7000670885,204.5,0
7000248017,3338.0,0
7000638473,151.0,0
7002238266,356.0,0
7001229326,979.0,0
7000590425,219.0,0
7001656501,513.0,0
7002162154,457.0,0
7001897999,1317.5,0
7000563178,196.0,0
7001205540,486.0,0
7000640944,952.0,0
7000854899,549.0,0
7002087831,548.0,0
7000864835,518.0,0
7001675678,821.5,0
7000422991,189.0,0
7002396189,623.0,0
7000041764,179.0,1
7000635506,964.0,0
7001350301,295.5,0
7001873090,332.5,0
7002397045,984.0,0
7000904181,397.5,0
7000398280,150.0,1
7000934365,407.0,0
7000050371,1112.5,0
7000224449,183.0,0
7000065133,356.5,1
7000918654,1986.0,0
7001152162,282.5,0
7001064271,215.0,0
7000294415,403.0,0
7002249167,710.5,0
7001980710,677.0,0
7001516777,6631.5,0
7000727924,214.0,0
7002355744,178.0,0
7000284546,464.5,0
7000166926,681.0,0
7001070898,220.0,0
7002367203,934.0,0
7001920361,2114.5,0
7001092576,3634.0,0
7002097160,156.5,0
7001733459,887.5,0
7002255278,904.0,1
7002168045,562.0,0
7002089749,664.5,0
7001353233,790.0,0
7000353418,2152.0,0
7001322999,411.0,0
7000800545,515.0,0
7000057330,252.0,0
7000388932,3001.5,0
7001658429,336.0,1
7001247792,977.5,0
7002139214,539.0,0
7002265964,404.0,0
7001409609,1049.5,0
7000919353,541.5,0
7000340885,209.0,0
7002212907,560.5,0
7000635248,673.5,0
7001539992,751.96,1
7000286198,388.0,0
7000599626,145.0,0
7000884629,1211.0,0
7001007055,365.0,0
7000094249,354.5,0
7000120127,528.5,0
7000254210,346.0,0
7000484066,298.5,0
7000027203,145.0,1
7001744003,3409.0,0
7000340070,269.5,0
7001116769,869.0,0
7002391393,318.0,0
7000352391,1054.0,0
7002336842,580.0,0
7000041752,346.5,0
7000374635,375.5,0
7000662343,547.5,0
7002285218,781.5,0
7001406815,219.0,0
7002001538,1094.5,0
7001318139,923.0,0
7001760033,204.0,0
7001183881,834.5,0
7000056227,476.0,0
7000567421,457.0,0
7000256666,692.5,0
7000142585,670.0,1
7000334253,1789.0,0
7000704824,275.0,0
7000381247,460.5,0
7000279990,245.0,0
7001479036,1555.5,0
7002262894,9443.0,0
7000670087,942.5,1
7001815573,506.5,0
7000829249,671.0,0
7000570328,674.0,0
7002301612,353.0,0
7001800200,1230.0,0
7002205953,916.0,0
7000018785,154.0,0
7001996666,883.0,0
7000034559,792.0,0
7000630398,443.0,0
7001169146,453.5,1
7001333850,148.0,0
7000660937,231.0,0
7001545690,370.5,0
7000700377,324.5,0
7000642347,476.5,0
7000578072,1000.0,0
7000020559,1110.25,0
7000764823,173.0,0
7000900109,281.0,0
7001398335,689.0,0
7001875775,623.0,0
7000196448,629.0,0
7000459988,1761.5,0
7000544151,3860.5,0
7001959186,510.0,0
7000317462,435.5,0
7000930471,393.0,0
7001194225,616.0,0
7000278656,1360.5,0
